rec_num,given_name,family_name,gender,dob,national_id,clinical_data
rec-0000000154-01,Dimitse,Adan,male,1970-04-28,197004285001131,MA5:197004285001131
rec-0000000154-02,Dimits,Adan,male,1970-04-28,197004285001131,MA3:197004285001131
rec-0000000154-03,Dimitste,Atan,male,1970-04-28,,MA2:197004285001131
rec-0000000154-04,Dimitse,Atan,male,1970-04-28,,MA3:197004285001131
rec-0000000154-05,Dimitse,Adan,male,1970-04-28,,MA5:197004285001131
rec-0000000154-06,Dimitse,Atan,male,1970-04-28,,MA3:197004285001131
rec-0000000154-07,Dimits,Adan,male,1970-04-28,,MA2:197004285001131
rec-0000000155-00,Bankhiayehu,Ockumu,female,1987-11-27,,FA2:198711275001057
rec-0000000156-00,Biahhane,Niaga,male,1984-11-19,,MA2:198411195001151
rec-0000000156-01,Biahhane,Nyaga,male,1984-11-19,198411195001151,MA4:198411195001151
rec-0000000156-02,Birhane,Nyaga,male,1984-11-19,,MA2:198411195001151
rec-0000000156-03,Birhane,Niaga,male,1984-11-19,,MA4:198411195001151
rec-0000000156-04,Birhane,Nyaka,male,1984-11-19,,MA3:198411195001151
rec-0000000156-05,Birhane,Nyaga,male,1984-11-19,,MA2:198411195001151
rec-0000000156-06,Birhane,Nyaga,male,1984-11-19,,MA1:198411195001151
rec-0000000156-07,Biahhane,Nyaka,male,1984-11-19,,MA1:198411195001151
rec-0000000157-00,Felekec,Mackena,female,1983-02-14,,FA5:198302145001065
rec-0000000157-01,Felekech,Mackena,female,1983-02-14,,FA2:198302145001065
rec-0000000157-02,Felekech,Makena,female,1983-02-14,198302145001065,FA4:198302145001065
rec-0000000157-03,Felekekh,Mackena,female,1983-02-14,,FA1:198302145001065
rec-0000000157-04,Felekech,Makena,female,1983-02-14,198302145001065,FA1:198302145001065
rec-0000000157-05,Felekech,Makena,female,1983-02-14,198302145001065,FA3:198302145001065
rec-0000000157-06,Felekech,Makena,female,1983-02-14,198302145001065,FA3:198302145001065
rec-0000000157-07,Felekech,Makena,female,1983-02-14,198302145001065,FA1:198302145001065
rec-0000000158-00,Abriham,Adieno,male,1970-06-05,197006055001124,MA2:197006055001124
rec-0000000158-01,Abriham,Atieno,male,1970-06-05,197006055001124,MA5:197006055001124
rec-0000000158-02,Abriham,Adieno,male,1970-06-05,197006055001124,MA4:197006055001124
rec-0000000159-00,Hailu,Kamo,male,1963-04-06,196304065001118,MA4:196304065001118
rec-0000000159-01,Hailu,Kamau,male,1963-04-06,,MA4:196304065001118
rec-0000000159-02,Hailu,Kamo,male,1963-04-06,,MA5:196304065001118
rec-0000000160-00,Woynixet,Jepleting,female,1995-06-21,,FA5:199506215001087
rec-0000000160-01,Woynishet,Jepletink,female,1995-06-21,199506215001087,FA3:199506215001087
rec-0000000160-02,Woynishet,Jepleting,female,1995-06-21,,FA4:199506215001087
rec-0000000160-03,Woynishet,Jepleting,female,1995-06-21,,FA1:199506215001087
rec-0000000161-00,Gemeta,Chebet,male,1981-06-21,,MA1:198106215001136
rec-0000000161-01,Gemeda,Chebet,male,1981-06-21,198106215001136,MA5:198106215001136
rec-0000000161-02,Gemeta,Chebet,male,1981-06-21,198106215001136,MA5:198106215001136
rec-0000000162-00,Fasika,Michael,female,1971-12-13,,FA3:197112135001083
rec-0000000163-00,Selam,Joxua,female,1990-09-30,,FA4:199009305001089
rec-0000000164-00,Yenatfenta,Mackokha,female,1995-09-13,,FA1:199509135001056
rec-0000000164-01,Yenatventa,Mackokha,female,1995-09-13,,FA5:199509135001056
rec-0000000164-02,Yenatfenta,Makokha,female,1995-09-13,,FA1:199509135001056
rec-0000000164-03,Yenatventa,Makokha,female,1995-09-13,,FA2:199509135001056
rec-0000000164-04,Yenatfenta,Makokha,female,1995-09-13,199509135001056,FA2:199509135001056
rec-0000000164-05,Yenadfenta,Makokha,female,1995-09-13,,FA2:199509135001056
rec-0000000165-00,Lidiya,Kiplankat,female,1957-10-12,,FA5:195710125001058
rec-0000000165-01,Litiya,Kiplangad,female,1957-10-12,,FA1:195710125001058
rec-0000000165-02,Lidiia,Kiplangat,female,1957-10-12,,FA4:195710125001058
rec-0000000165-03,Lidiia,Kiplangat,female,1957-10-12,,FA2:195710125001058
rec-0000000165-04,Litiya,Kiplankat,female,1957-10-12,,FA2:195710125001058
rec-0000000165-05,Lidiia,Kiplangad,female,1957-10-12,,FA4:195710125001058
rec-0000000165-06,Litiya,Kiplankat,female,1957-10-12,,FA3:195710125001058
rec-0000000165-07,Lidiya,Kiplangat,female,1957-10-12,195710125001058,FA4:195710125001058
rec-0000000165-08,Lidiia,Kiplangat,female,1957-10-12,195710125001058,FA1:195710125001058
rec-0000000166-00,Weyesa,Odhiambo,male,1988-10-19,198810195001115,MA3:198810195001115
rec-0000000167-00,Yoroanoj,Bundi,female,1973-06-27,,FA2:197306275001074
rec-0000000167-01,Yoroanos,Bundy,female,1973-06-27,,FA4:197306275001074
rec-0000000167-02,Yoroanost,Bunti,female,1973-06-27,197306275001074,FA3:197306275001074
rec-0000000167-03,Yoroanoj,Bundi,female,1973-06-27,,FA2:197306275001074
rec-0000000167-04,Yoroanos,Bundi,female,1973-06-27,197306275001074,FA4:197306275001074
rec-0000000167-05,Yoroanos,Bunti,female,1973-06-27,197306275001074,FA1:197306275001074
rec-0000000167-06,Yoroanoj,Bundy,female,1973-06-27,,FA5:197306275001074
rec-0000000168-00,Mohammed,Otieno,male,1977-06-29,,MA1:197706295001110
rec-0000000169-00,Elsapet,Murakuri,female,1978-03-31,,FA4:197803315001099
rec-0000000169-01,Elsabet,Muraguri,female,1978-03-31,197803315001099,FA1:197803315001099
rec-0000000169-02,Elzabet,Murakuri,female,1978-03-31,,FA4:197803315001099
rec-0000000169-03,Elsabet,Muragury,female,1978-03-31,,FA5:197803315001099
rec-0000000169-04,Elsabet,Muraguri,female,1978-03-31,197803315001099,FA5:197803315001099
rec-0000000169-05,Eljabet,Muragury,female,1978-03-31,197803315001099,FA1:197803315001099
rec-0000000169-06,Elsabet,Muraguri,female,1978-03-31,197803315001099,FA3:197803315001099
rec-0000000169-07,Elsabet,Muragury,female,1978-03-31,197803315001099,FA1:197803315001099
rec-0000000169-08,Elsabet,Muraguri,female,1978-03-31,,FA5:197803315001099
rec-0000000170-00,Yosef,Oniango,male,1983-04-23,,MA3:198304235001120
rec-0000000170-01,Yojef,Onyanko,male,1983-04-23,,MA3:198304235001120
rec-0000000170-02,Yosef,Onyango,male,1983-04-23,198304235001120,MA1:198304235001120
rec-0000000170-03,Yosef,Oniango,male,1983-04-23,,MA4:198304235001120
rec-0000000170-04,Yozef,Onyanko,male,1983-04-23,,MA1:198304235001120
rec-0000000171-00,Manyahilijhal,Okumu,female,1951-03-05,195103055001057,FS1:195103055001057
rec-0000000171-01,Manyahilishal,Okumu,female,1951-03-05,195103055001057,FS2:195103055001057
rec-0000000171-02,Manyailishal,Ockumu,female,1951-03-05,,FS1:195103055001057
rec-0000000171-03,Manyailishal,Okumu,female,1951-03-05,195103055001057,FS1:195103055001057
rec-0000000171-04,Manyahilishal,Ockumu,female,1951-03-05,,FS1:195103055001057
rec-0000000171-05,Maniahilishal,Okumu,female,1951-03-05,,FS1:195103055001057
rec-0000000171-06,Manyahilisthal,Okumu,female,1951-03-05,,FS1:195103055001057
rec-0000000171-07,Manyahilizhal,Okumu,female,1951-03-05,195103055001057,FS2:195103055001057
rec-0000000171-08,Manyahilizhal,Okumu,female,1951-03-05,,FS2:195103055001057
rec-0000000172-00,Pauloj,Wairimu,male,1982-01-28,,MA4:198201285001136
rec-0000000172-01,Pauloz,Wairimu,male,1982-01-28,,MA2:198201285001136
rec-0000000172-02,Pauloj,Wairimu,male,1982-01-28,198201285001136,MA4:198201285001136
rec-0000000172-03,Paulos,Wairimu,male,1982-01-28,198201285001136,MA3:198201285001136
rec-0000000173-00,Oegefa,Kariucki,male,1953-01-12,,MS2:195301125001126
rec-0000000173-01,Oejyfa,Kariucki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-02,Oekefa,Kariuki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-03,Oejyfa,Kariuki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-04,Oekefa,Kariucki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-05,Oejyfa,Kariucki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-06,Oekefa,Kariuky,male,1953-01-12,,MS2:195301125001126
rec-0000000173-07,Oegefa,Kariuki,male,1953-01-12,,MS1:195301125001126
rec-0000000173-08,Oekefa,Kariuki,male,1953-01-12,,MS2:195301125001126
rec-0000000174-00,Ereckie,Njocki,male,1987-10-25,,MA2:198710255001141
rec-0000000174-01,Erekie,Nsoki,male,1987-10-25,,MA4:198710255001141
rec-0000000174-02,Erekie,Nzoki,male,1987-10-25,,MA3:198710255001141
rec-0000000174-03,Erekie,Njoki,male,1987-10-25,,MA4:198710255001141
rec-0000000174-04,Ereckie,Njocki,male,1987-10-25,,MA4:198710255001141
rec-0000000174-05,Ereki,Nsoki,male,1987-10-25,,MA2:198710255001141
rec-0000000174-06,Ereki,Njoki,male,1987-10-25,,MA5:198710255001141
rec-0000000174-07,Erekie,Njoki,male,1987-10-25,198710255001141,MA2:198710255001141
rec-0000000175-00,Abebech,Mwirigi,female,1968-10-11,,FA4:196810115001076
rec-0000000175-01,Apebech,Mirigi,female,1968-10-11,,FA2:196810115001076
rec-0000000175-02,Abebech,Mwirigi,female,1968-10-11,196810115001076,FA3:196810115001076
rec-0000000175-03,Apebech,Mirigi,female,1968-10-11,,FA1:196810115001076
rec-0000000175-04,Abebech,Mwirigi,female,1968-10-11,196810115001076,FA4:196810115001076
rec-0000000175-05,Abebech,Mwirigi,female,1968-10-11,196810115001076,FA5:196810115001076
rec-0000000175-06,Abebech,Mwirigy,female,1968-10-11,,FA1:196810115001076
rec-0000000176-00,Firezeah,Wanyoicke,female,1975-08-16,,FA1:197508165001080
rec-0000000176-01,Firezer,Wanyoicke,female,1975-08-16,197508165001080,FA3:197508165001080
rec-0000000176-02,Firezer,Wanyoicke,female,1975-08-16,,FA3:197508165001080
rec-0000000176-03,Fireser,Wanyoike,female,1975-08-16,197508165001080,FA3:197508165001080
rec-0000000176-04,Fireser,Wanyoike,female,1975-08-16,,FA3:197508165001080
rec-0000000177-00,Endebilhatu,Rotich,male,1996-10-12,,MA2:199610125001138
rec-0000000177-01,Endebilhatu,Rotich,male,1996-10-12,,MA1:199610125001138
rec-0000000177-02,Endebilhatu,Rotic,male,1996-10-12,,MA3:199610125001138
rec-0000000178-00,Mesteret,Limo,female,1992-03-12,,FA5:199203125001081
rec-0000000178-01,Meseret,Limo,female,1992-03-12,199203125001081,FA4:199203125001081
rec-0000000178-02,Meseret,Limo,female,1992-03-12,199203125001081,FA1:199203125001081
rec-0000000179-00,Menbere,Kimathi,female,1965-12-13,196512135001058,FA1:196512135001058
rec-0000000179-01,Menbere,Kimati,female,1965-12-13,,FA1:196512135001058
rec-0000000179-02,Menbear,Kimathy,female,1965-12-13,,FA1:196512135001058
rec-0000000179-03,Menber,Kimadhi,female,1965-12-13,,FA5:196512135001058
rec-0000000180-00,Getahun,Mutua,male,1981-12-24,,MA1:198112245001131
rec-0000000180-01,Gedahun,Mudua,male,1981-12-24,,MA1:198112245001131
rec-0000000180-02,Getaun,Mutua,male,1981-12-24,,MA4:198112245001131
rec-0000000180-03,Getahun,Mutua,male,1981-12-24,,MA2:198112245001131
rec-0000000180-04,Getaun,Mudua,male,1981-12-24,,MA4:198112245001131
rec-0000000180-05,Getaun,Mutua,male,1981-12-24,,MA1:198112245001131
rec-0000000180-06,Getahun,Mudua,male,1981-12-24,,MA3:198112245001131
rec-0000000180-07,Gedahun,Mudua,male,1981-12-24,,MA4:198112245001131
rec-0000000181-00,Yidega,Kihara,female,1980-06-10,,FA4:198006105001081
rec-0000000181-01,Yihdega,Kihara,female,1980-06-10,198006105001081,FA2:198006105001081
rec-0000000181-02,Yihdega,Kiara,female,1980-06-10,198006105001081,FA5:198006105001081
rec-0000000181-03,Yihdega,Kihara,female,1980-06-10,198006105001081,FA3:198006105001081
rec-0000000182-00,Sisay,Maranka,female,1989-02-15,,FA4:198902155001097
rec-0000000182-01,Sisay,Maranga,female,1989-02-15,198902155001097,FA1:198902155001097
rec-0000000183-00,Apate,Njoroke,male,1993-11-13,,MA3:199311135001125
rec-0000000183-01,Abat,Njoroge,male,1993-11-13,199311135001125,MA3:199311135001125
rec-0000000183-02,Abat,Nsoroge,male,1993-11-13,199311135001125,MA4:199311135001125
rec-0000000183-03,Abat,Njoroge,male,1993-11-13,,MA3:199311135001125
rec-0000000183-04,Abate,Njoroge,male,1993-11-13,199311135001125,MA1:199311135001125
rec-0000000183-05,Abat,Njoroke,male,1993-11-13,199311135001125,MA5:199311135001125
rec-0000000184-00,Nejibu,Yussuf,male,1976-06-09,,MA5:197606095001153
rec-0000000184-01,Nesibu,Yussuf,male,1976-06-09,,MA3:197606095001153
rec-0000000184-02,Nesibu,Yustsuf,male,1976-06-09,,MA5:197606095001153
rec-0000000184-03,Nestibu,Yussuf,male,1976-06-09,,MA3:197606095001153
rec-0000000184-04,Nesibu,Yussuf,male,1976-06-09,,MA5:197606095001153
rec-0000000184-05,Nesibu,Yujsuf,male,1976-06-09,,MA4:197606095001153
rec-0000000185-00,Birtukan,Muraguri,female,1986-11-30,198611305001099,FA5:198611305001099
rec-0000000185-01,Birtuckan,Murakuri,female,1986-11-30,,FA1:198611305001099
rec-0000000185-02,Biahtukan,Muraguri,female,1986-11-30,198611305001099,FA4:198611305001099
rec-0000000185-03,Birtuckan,Muraguri,female,1986-11-30,,FA3:198611305001099
rec-0000000185-04,Birtukan,Murakuri,female,1986-11-30,198611305001099,FA3:198611305001099
rec-0000000185-05,Birtukan,Muragury,female,1986-11-30,,FA2:198611305001099
rec-0000000186-00,Debritu,Jebet,female,1973-08-29,197308295001079,FA4:197308295001079
rec-0000000186-01,Debritu,Jebet,female,1973-08-29,,FA5:197308295001079
rec-0000000186-02,Debritu,Jebet,female,1973-08-29,197308295001079,FA5:197308295001079
rec-0000000187-00,Debridu,Muchiri,female,1964-08-13,,FA1:196408135001060
rec-0000000187-01,Depritu,Mukhiri,female,1964-08-13,,FA1:196408135001060
rec-0000000187-02,Debridu,Mukhiri,female,1964-08-13,,FA1:196408135001060
rec-0000000187-03,Debritu,Muciri,female,1964-08-13,,FA3:196408135001060
rec-0000000187-04,Debritu,Muchiry,female,1964-08-13,,FA5:196408135001060
rec-0000000187-05,Debritu,Muchiri,female,1964-08-13,196408135001060,FA4:196408135001060
rec-0000000187-06,Depritu,Mukhiri,female,1964-08-13,,FA3:196408135001060
rec-0000000187-07,Debridu,Muchiri,female,1964-08-13,196408135001060,FA1:196408135001060
rec-0000000188-00,Taricku,Simiyu,male,1963-03-31,,MA3:196303315001134
rec-0000000188-01,Tariku,Simiyu,male,1963-03-31,,MA2:196303315001134
rec-0000000188-02,Tariku,Simiyu,male,1963-03-31,196303315001134,MA3:196303315001134
rec-0000000188-03,Tariku,Simiyu,male,1963-03-31,196303315001134,MA1:196303315001134
rec-0000000188-04,Tariku,Simiyu,male,1963-03-31,196303315001134,MA2:196303315001134
rec-0000000188-05,Tariku,Simiyu,male,1963-03-31,,MA2:196303315001134
rec-0000000189-00,Mohamud,Gitonga,male,1992-10-31,,MA5:199210315001148
rec-0000000189-01,Mohamud,Gitonka,male,1992-10-31,199210315001148,MA5:199210315001148
rec-0000000189-02,Mohamut,Gitonga,male,1992-10-31,,MA3:199210315001148
rec-0000000189-03,Moamud,Gidonga,male,1992-10-31,,MA2:199210315001148
rec-0000000189-04,Mohamud,Gitonga,male,1992-10-31,199210315001148,MA3:199210315001148
rec-0000000190-00,Melkam,Terer,female,1960-03-03,,FA2:196003035001095
rec-0000000190-01,Melkam,Terer,female,1960-03-03,,FA2:196003035001095
rec-0000000190-02,Melkam,Tereah,female,1960-03-03,,FA5:196003035001095
rec-0000000190-03,Melckam,Terer,female,1960-03-03,,FA4:196003035001095
rec-0000000190-04,Melkam,Terer,female,1960-03-03,,FA4:196003035001095
rec-0000000191-00,Mecklit,Njigi,female,1982-08-03,,FA4:198208035001073
rec-0000000191-01,Meklit,Ngigi,female,1982-08-03,,FA1:198208035001073
rec-0000000191-02,Meklid,Ngigy,female,1982-08-03,,FA5:198208035001073
rec-0000000191-03,Meklit,Nkigi,female,1982-08-03,,FA2:198208035001073
rec-0000000192-00,Teshome,Wambui,male,1982-01-11,198201115001123,MA1:198201115001123
rec-0000000192-01,Tejhome,Wampui,male,1982-01-11,,MA3:198201115001123
rec-0000000192-02,Teshome,Wambui,male,1982-01-11,198201115001123,MA4:198201115001123
rec-0000000192-03,Teshome,Wambui,male,1982-01-11,198201115001123,MA1:198201115001123
rec-0000000192-04,Teshome,Wambui,male,1982-01-11,,MA2:198201115001123
rec-0000000192-05,Teshome,Wambui,male,1982-01-11,198201115001123,MA5:198201115001123
rec-0000000193-00,Apiyot,Ockumu,female,1983-04-25,,FA5:198304255001057
rec-0000000193-01,Abiyod,Okumu,female,1983-04-25,198304255001057,FA4:198304255001057
rec-0000000193-02,Abiyod,Okumu,female,1983-04-25,,FA3:198304255001057
rec-0000000193-03,Abiyot,Okumu,female,1983-04-25,,FA1:198304255001057
rec-0000000193-04,Abiyot,Okumu,female,1983-04-25,,FA2:198304255001057
rec-0000000193-05,Apiyot,Ockumu,female,1983-04-25,,FA3:198304255001057
rec-0000000194-00,Birtuckan,Kunku,female,1980-01-28,,FA1:198001285001093
rec-0000000194-01,Birtukan,Kungu,female,1980-01-28,198001285001093,FA4:198001285001093
rec-0000000194-02,Birtukan,Kungu,female,1980-01-28,198001285001093,FA4:198001285001093
rec-0000000194-03,Birtuckan,Kungu,female,1980-01-28,,FA1:198001285001093
rec-0000000195-00,Tsejyreda,Ekidela,female,1974-04-27,,FA5:197404275001095
rec-0000000195-01,Tsegereda,Ekitela,female,1974-04-27,197404275001095,FA5:197404275001095
rec-0000000195-02,Tsegereta,Ekitela,female,1974-04-27,197404275001095,FA1:197404275001095
rec-0000000195-03,Tzegereda,Eckitela,female,1974-04-27,,FA2:197404275001095
rec-0000000196-00,Gebremedin,Juma,male,1979-12-05,,MA1:197912055001121
rec-0000000196-01,Gebremedhin,Juma,male,1979-12-05,197912055001121,MA5:197912055001121
rec-0000000197-00,Elza,Sang,female,1958-03-25,,FA4:195803255001064
rec-0000000197-01,Elza,Sang,female,1958-03-25,,FA1:195803255001064
rec-0000000197-02,Elja,Sank,female,1958-03-25,,FA5:195803255001064
rec-0000000197-03,Elja,Sank,female,1958-03-25,,FA5:195803255001064
rec-0000000197-04,Elsa,Sank,female,1958-03-25,195803255001064,FA3:195803255001064
rec-0000000197-05,Elza,Sank,female,1958-03-25,,FA4:195803255001064
rec-0000000197-06,Elza,Sank,female,1958-03-25,,FA1:195803255001064
rec-0000000198-00,Niguzsie,Munkai,male,1988-06-21,,MA2:198806215001152
rec-0000000198-01,Nigussie,Mungai,male,1988-06-21,198806215001152,MA2:198806215001152
rec-0000000198-02,Nigussie,Mungai,male,1988-06-21,198806215001152,MA1:198806215001152
rec-0000000198-03,Nigussi,Munkai,male,1988-06-21,,MA5:198806215001152
rec-0000000199-00,Abadi,Nyaga,male,1978-05-17,,MA4:197805175001151
rec-0000000200-00,Tirunezh,Mueny,female,1982-02-21,,FA4:198202215001062
rec-0000000200-01,Tirunesh,Mueni,female,1982-02-21,,FA4:198202215001062
rec-0000000200-02,Tirunesh,Mueni,female,1982-02-21,,FA1:198202215001062
rec-0000000200-03,Tirunex,Mueny,female,1982-02-21,,FA4:198202215001062
rec-0000000200-04,Tirunesh,Mueni,female,1982-02-21,198202215001062,FA1:198202215001062
rec-0000000200-05,Tirunezh,Mueni,female,1982-02-21,,FA4:198202215001062
rec-0000000201-00,Asfaw,Amed,male,1983-09-11,,MA1:198309115001129
rec-0000000201-01,Asfa,Ahmet,male,1983-09-11,198309115001129,MA5:198309115001129
rec-0000000201-02,Asfaw,Ahmed,male,1983-09-11,,MA4:198309115001129
rec-0000000201-03,Azfaw,Amed,male,1983-09-11,,MA4:198309115001129
rec-0000000201-04,Asfaw,Ahmed,male,1983-09-11,,MA2:198309115001129
rec-0000000201-05,Astfaw,Ahmed,male,1983-09-11,,MA3:198309115001129
rec-0000000201-06,Azfaw,Ahmet,male,1983-09-11,,MA4:198309115001129
rec-0000000201-07,Asfaw,Ahmed,male,1983-09-11,,MA5:198309115001129
rec-0000000201-08,Asvaw,Amed,male,1983-09-11,,MA1:198309115001129
rec-0000000202-00,Nebiyu,Odhyambo,male,1990-10-01,,MA1:199010015001114
rec-0000000202-01,Nepiyu,Odiambo,male,1990-10-01,,MA3:199010015001114
rec-0000000202-02,Nebiyu,Odhiambo,male,1990-10-01,199010015001114,MA4:199010015001114
rec-0000000202-03,Nepiyu,Odiambo,male,1990-10-01,,MA3:199010015001114
rec-0000000202-04,Nepiyu,Odhiambo,male,1990-10-01,,MA2:199010015001114
rec-0000000202-05,Nebiyu,Othiambo,male,1990-10-01,,MA1:199010015001114
rec-0000000202-06,Nepiyu,Othiambo,male,1990-10-01,,MA2:199010015001114
rec-0000000203-00,Helen,Olu,female,1988-10-21,,FA2:198810215001070
rec-0000000203-01,Helen,Olu,female,1988-10-21,,FA4:198810215001070
rec-0000000203-02,Helen,Oloo,female,1988-10-21,198810215001070,FA4:198810215001070
rec-0000000203-03,Helen,Olu,female,1988-10-21,,FA4:198810215001070
rec-0000000203-04,Helen,Oloo,female,1988-10-21,198810215001070,FA5:198810215001070
rec-0000000203-05,Helen,Olu,female,1988-10-21,198810215001070,FA3:198810215001070
rec-0000000203-06,Helen,Olu,female,1988-10-21,198810215001070,FA2:198810215001070
rec-0000000203-07,Helen,Olu,female,1988-10-21,,FA4:198810215001070
rec-0000000204-00,Ameahga,Nsoki,male,1993-07-15,,MA5:199307155001141
rec-0000000204-01,Amerka,Njocki,male,1993-07-15,,MA2:199307155001141
rec-0000000204-02,Amerga,Nsoki,male,1993-07-15,199307155001141,MA5:199307155001141
rec-0000000204-03,Amerga,Njoki,male,1993-07-15,199307155001141,MA5:199307155001141
rec-0000000205-00,Gula,Wanguy,male,1992-07-26,199207265001139,MA3:199207265001139
rec-0000000205-01,Gulla,Wangui,male,1992-07-26,199207265001139,MA1:199207265001139
rec-0000000205-02,Gula,Wankui,male,1992-07-26,,MA3:199207265001139
rec-0000000205-03,Gula,Wangui,male,1992-07-26,199207265001139,MA2:199207265001139
rec-0000000205-04,Gulla,Wanguy,male,1992-07-26,199207265001139,MA5:199207265001139
rec-0000000205-05,Gulla,Wanguy,male,1992-07-26,199207265001139,MA5:199207265001139
rec-0000000206-00,Atstebeha,Mohamut,male,1964-06-11,,MA4:196406115001154
rec-0000000206-01,Atzebeha,Mohamut,male,1964-06-11,,MA5:196406115001154
rec-0000000207-00,Rahel,Maiyo,female,1979-01-06,197901065001074,FA5:197901065001074
rec-0000000207-01,Rael,Maiyo,female,1979-01-06,,FA5:197901065001074
rec-0000000207-02,Rael,Maiyo,female,1979-01-06,,FA1:197901065001074
rec-0000000207-03,Rahel,Maiyo,female,1979-01-06,197901065001074,FA3:197901065001074
rec-0000000207-04,Rahel,Maiyo,female,1979-01-06,197901065001074,FA4:197901065001074
rec-0000000208-00,Tigijt,Kimaiyo,female,1996-01-23,,FA3:199601235001088
rec-0000000208-01,Tigist,Kimaiyo,female,1996-01-23,,FA3:199601235001088
rec-0000000208-02,Tijist,Kimaiyo,female,1996-01-23,,FA4:199601235001088
rec-0000000209-00,Asratemariam,Nganka,female,1985-10-08,,FA5:198510085001063
rec-0000000209-01,Asratemariam,Nganga,female,1985-10-08,,FA3:198510085001063
rec-0000000209-02,Asratemariam,Nganga,female,1985-10-08,198510085001063,FA5:198510085001063
rec-0000000209-03,Asratemariam,Nganga,female,1985-10-08,198510085001063,FA2:198510085001063
rec-0000000209-04,Asratemariam,Nganga,female,1985-10-08,,FA2:198510085001063
rec-0000000209-05,Asratemariam,Nganga,female,1985-10-08,,FA4:198510085001063
rec-0000000209-06,Asratemariam,Nganga,female,1985-10-08,,FA5:198510085001063
rec-0000000210-00,Alemtsehay,Ndunda,female,1979-04-04,,FA1:197904045001089
rec-0000000210-01,Alemtsehay,Ndunda,female,1979-04-04,197904045001089,FA3:197904045001089
rec-0000000211-00,Goshu,Chelangat,male,1971-02-05,,MA5:197102055001144
rec-0000000211-01,Goshu,Chelangat,male,1971-02-05,197102055001144,MA4:197102055001144
rec-0000000211-02,Gosthu,Chelangat,male,1971-02-05,,MA5:197102055001144
rec-0000000211-03,Gosu,Chelangad,male,1971-02-05,,MA1:197102055001144
rec-0000000211-04,Goshu,Chelangat,male,1971-02-05,197102055001144,MA3:197102055001144
rec-0000000211-05,Gozhu,Chelangat,male,1971-02-05,,MA5:197102055001144
rec-0000000212-00,Danayid,Murimy,female,1991-04-27,,FA3:199104275001064
rec-0000000212-01,Danayid,Murimy,female,1991-04-27,,FA5:199104275001064
rec-0000000212-02,Danayit,Murimi,female,1991-04-27,199104275001064,FA4:199104275001064
rec-0000000212-03,Danayit,Murimi,female,1991-04-27,199104275001064,FA5:199104275001064
rec-0000000212-04,Danayid,Murimy,female,1991-04-27,,FA4:199104275001064
rec-0000000212-05,Danayid,Murimi,female,1991-04-27,,FA4:199104275001064
rec-0000000212-06,Danayid,Murimy,female,1991-04-27,,FA4:199104275001064
rec-0000000213-00,Hadas,Nkirote,female,1984-06-30,,FA5:198406305001081
rec-0000000213-01,Hadas,Nkirote,female,1984-06-30,198406305001081,FA2:198406305001081
rec-0000000213-02,Hadas,Nkirote,female,1984-06-30,,FA5:198406305001081
rec-0000000213-03,Hadast,Nkirote,female,1984-06-30,,FA4:198406305001081
rec-0000000213-04,Hadaj,Nckirote,female,1984-06-30,,FA5:198406305001081
rec-0000000213-05,Hadaz,Nkirode,female,1984-06-30,,FA4:198406305001081
rec-0000000213-06,Hadaj,Nkirote,female,1984-06-30,,FA3:198406305001081
rec-0000000213-07,Hadas,Nkirote,female,1984-06-30,198406305001081,FA2:198406305001081
rec-0000000213-08,Hadas,Nkirote,female,1984-06-30,198406305001081,FA2:198406305001081
rec-0000000214-00,Kifle,Abdullahi,male,1984-12-19,198412195001132,MA2:198412195001132
rec-0000000214-01,Kifile,Abdullahi,male,1984-12-19,,MA4:198412195001132
rec-0000000214-02,Kifle,Abdullahi,male,1984-12-19,198412195001132,MA2:198412195001132
rec-0000000214-03,Kifle,Abdulahi,male,1984-12-19,198412195001132,MA5:198412195001132
rec-0000000214-04,Kifle,Abdullahi,male,1984-12-19,,MA1:198412195001132
rec-0000000214-05,Kifle,Abdullahi,male,1984-12-19,,MA2:198412195001132
rec-0000000214-06,Kifile,Abdullahi,male,1984-12-19,198412195001132,MA5:198412195001132
rec-0000000214-07,Kifl,Abdullahi,male,1984-12-19,198412195001132,MA5:198412195001132
rec-0000000215-00,Rigpe,Kahindi,female,1977-02-13,,FA1:197702135001062
rec-0000000215-01,Rigbe,Kaindi,female,1977-02-13,,FA5:197702135001062
rec-0000000215-02,Rigb,Kahindi,female,1977-02-13,,FA4:197702135001062
rec-0000000215-03,Rikbe,Kahindi,female,1977-02-13,,FA3:197702135001062
rec-0000000215-04,Rikbe,Kahindi,female,1977-02-13,197702135001062,FA3:197702135001062
rec-0000000215-05,Rigpe,Kahinti,female,1977-02-13,,FA4:197702135001062
rec-0000000215-06,Rigbe,Kahindi,female,1977-02-13,,FA5:197702135001062
rec-0000000215-07,Rigbe,Kaindi,female,1977-02-13,,FA3:197702135001062
rec-0000000215-08,Rikbe,Kahindi,female,1977-02-13,197702135001062,FA3:197702135001062
rec-0000000216-00,Teshome,Odhiambo,male,1984-02-09,198402095001115,MA1:198402095001115
